sku,fullName,url,activo,categoria,subcategoria,precio_actual,precio_referencia,stock_actual,tipo_receta,laboratorio,marca,presentacion,composicion,principio_activo,principio_activo_id
57057,Centrum Adultos Multivitamínico Frasco 60 Comprimidos,https://www.farmaloop.cl/products/centrum-adulto-x-60-comprimidos-57057/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Comprimido,multivitaminico,,
127015,Magnesio Quelado 60 cap,https://www.farmaloop.cl/products/magnesio-quelado-60-cap-127015/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),NATURAL FARM,,Unidad,,,
92862,Vitamina E-401,https://www.farmaloop.cl/products/vitamina-e401-92862/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO EMPROQUIM SPA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
131510,Suprahyal 25 Mg Jeringa Prellenada,https://www.farmaloop.cl/products/suprahyal-25-mg-jeringa-prellenada-131510/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,TECNOFARMA S.A.,,Jeringa Prellenada,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
105356,Caprimida-D Duo,https://www.farmaloop.cl/products/caprimidad-duo-105356/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
125982,Arthrozeel Pomada X 50 Grs,https://www.farmaloop.cl/products/arthrozeel-pomada-x-50-grs-125982/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,100 g,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
85970,Turmerik Capsulas Blandas 420 Mg.,https://www.farmaloop.cl/products/turmerik-capsulas-blandas-420-mg-85970/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
55372,Detres 800 Ui,https://www.farmaloop.cl/products/detres-800-ui-55372/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),Gadorpharma SpA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
127072,Betacaroteno,https://www.farmaloop.cl/products/betacaroteno-127072/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),RAMIREZ Y SANCHEZ LTDA.,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
42097,Genacol Antiox,https://www.farmaloop.cl/products/genacol-antiox-42097/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),COMERCIAL Y ASESORIAS LOS ULMOS LTDA.,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
104191,Ensoy Adulto X 1000 Fresa,https://www.farmaloop.cl/products/ensoy-adulto-x-1000-fresa-104191/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
48370,Globifer Forte 40 Tabletas,https://www.farmaloop.cl/products/globifer-forte-40-tabletas-48370/,true,Suplementos y Vitaminas,Vitaminas y Minerales,33870,40410,1,Venta directa (Sin receta),DROGUERIA FARMOQUIMICA DEL PACIFICO SPA,,Tableta,,,
129029,Vitamina C-300-Depot + Zinc,https://www.farmaloop.cl/products/vitamina-c300depot-zinc-129029/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SALUS FLORADIX CHILE,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
126311,Biocord Active,https://www.farmaloop.cl/products/biocord-active-126311/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),PRODUCTOS FARMACEUTICOS MEDIPHARM SPA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
92875,Vitamina C 1000 Mg.,https://www.farmaloop.cl/products/vitamina-c-1000-mg-92875/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO EMPROQUIM SPA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
105878,"Caleobrol Calcitrol 0,5 Mcg.",https://www.farmaloop.cl/products/caleobrol-calcitrol-05-mcg-105878/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
105734,Prenavit,https://www.farmaloop.cl/products/prenavit-105734/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
92874,Vitamina C 1000 Mg.,https://www.farmaloop.cl/products/vitamina-c-1000-mg-92874/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO EMPROQUIM SPA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
104196,Ensoy Adulto X 400 Fresas,https://www.farmaloop.cl/products/ensoy-adulto-x-400-fresas-104196/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
121913,Propolkit Spray 30 Ml,https://www.farmaloop.cl/products/propolkit-spray-30-ml-121913/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),POLANCO GONZALEZ LAURA XIMENA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
110510,Fortotal Multi-V Hombre x 60 Comprimidos,https://www.farmaloop.cl/products/fortotal-multiv-hombre-x-60-comprimidos-110510/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MEDICAL INTERNATIONAL LABORATORIES CORPORATION S.A.,,Comprimido,multivitaminico,,
90001,Previdol Cor,https://www.farmaloop.cl/products/previdol-cor-90001/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO BAGO DE CHILE S.A.,,Comprimido,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
92866,Zinc With Bec,https://www.farmaloop.cl/products/zinc-with-bec-92866/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO EMPROQUIM SPA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
121901,Carduus Mar T.M. 30 Ml,https://www.farmaloop.cl/products/carduus-mar-tm-30-ml-121901/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),POLANCO GONZALEZ LAURA XIMENA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
106121,Sugafor Dispensador De 330 Tabletas,https://www.farmaloop.cl/products/sugafor-dispensador-de-330-tabletas-106121/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
104744,Prenamin Pro X30,https://www.farmaloop.cl/products/prenamin-pro-x30-104744/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Unidad,,,
125968,Galium Heel Gotas,https://www.farmaloop.cl/products/galium-heel-gotas-125968/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
127089,Manzanilla,https://www.farmaloop.cl/products/manzanilla-127089/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),RAMIREZ Y SANCHEZ LTDA.,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
92876,Vitamina E-401,https://www.farmaloop.cl/products/vitamina-e401-92876/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO EMPROQUIM SPA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
16120,Vitamina C 500 Mg Masticable,https://www.farmaloop.cl/products/vitamina-c-500-mg-masticable-16120/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),B Y B FARMACEUTICA LTDA,,Unidad,,,d7dc9c62-5ef9-4a32-8f22-7aa038332c33
86510,"Cianocobalamina 0,1 mg / 1ml x 100 Ampollas",https://www.farmaloop.cl/products/cianocobalamina-01-mg-1ml-x-100-ampollas-86510/,false,Suplementos y Vitaminas,Vitaminas,,,0,Presentación receta médica,LAB.BIOSANO S.A.,,Ampolla,"cianocobalamina 0,1 mg",,
150443,Nutrapharm Vitamina K2 75 mcg x 60 Cápsulas,https://www.farmaloop.cl/products/nutrapharm-vitamina-k2-75-mcg-x-60-capsulas-150443/,true,Suplementos y Vitaminas,Vitaminas y Minerales,6990,8990,9,Venta directa (Sin receta),NUTRAPHARM,,Cápsula,,,
150464,Bonavid 50.000UI x 4 Cápsulas Blandas,https://www.farmaloop.cl/products/bonavid-50000ui-x-4-capsulas-blandas-150464/,true,Suplementos y Vitaminas,Vitaminas y Minerales,18790,24640,1,Presentación receta médica,LABORATORIO PASTEUR S.A.,,Cápsula,colecalciferol 5000 UI,,
150471,Protectum 250mg x 30 cápsulas,https://www.farmaloop.cl/products/protectum-250mg-x-30-capsulas-150471/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Cápsula,,,
150483,Mini Vitaminas Zinc + Calcio x 20 Tabletas Efervescentes,https://www.farmaloop.cl/products/mini-vitaminas-zinc-calcio-x-20-tabletas-efervescentes-150483/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,11,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,multivitaminas 82 g,,
150484,Citrato de magnesio x 60 Capsulas,https://www.farmaloop.cl/products/citrato-de-magnesio-x-60-capsulas-150484/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),FNL,,Cápsula,citrato de magnesio 350 mg,,
150485,Citrato de magnesio x 90 Cápsulas,https://www.farmaloop.cl/products/citrato-de-magnesio-x-90-capsulas-150485/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),FNL,,Cápsula,citrato de magnesio 350 mg,,
150487,Picolinato de Cromo + Vit C + Azafran x 60 Capsulas,https://www.farmaloop.cl/products/picolinato-de-cromo-vit-c-azafran-x-60-capsulas-150487/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),FNL,,Cápsula,,,
150513,Citrato de Magnesio x 90 Cápsulas,https://www.farmaloop.cl/products/citrato-de-magnesio-x-90-capsulas-150513/,false,Suplementos y Vitaminas,Suplementos,8180,0,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Cápsula,citrato de magnesio 500 mg,,
150554,Detres D3 800 UI x 60 Comprimidos,https://www.farmaloop.cl/products/detres-d3-800-ui-x-60-comprimidos-150554/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9990,23990,8,Venta directa (Sin receta),Gadorpharma SpA,DETRES,Comprimido,,,
150555,Detres Vitamina D3 800 UI x 100 Comprimidos,https://www.farmaloop.cl/products/detres-vitamina-d3-800-ui-x-100-comprimidos-150555/,false,Suplementos y Vitaminas,Vitaminas,7990,29990,0,Venta directa (Sin receta),Gadorpharma SpA,DETRES,Comprimido,vitamina d3 800 UI,,
150567,Inmuno Boost Adultos Nutrapharm 30 Comprimidos Masticables,https://www.farmaloop.cl/products/inmuno-boost-adultos-x-30-comprimidos-masticables-150567/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5990,11895,12,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,,,
150568,Inmuno Boost Niños Nutrapharm 30 Comprimidos Masticables,https://www.farmaloop.cl/products/inmuno-boost-ninos-x-30-comprimidos-masticables-150568/,true,Suplementos y Vitaminas,Suplementos,5990,8990,2,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,,,
150572,Clorofila 200mg x 60 Capsulas,https://www.farmaloop.cl/products/clorofila-200mg-x-60-capsulas-150572/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,,,
150574,VCal-D x 60 Capsulas,https://www.farmaloop.cl/products/vcald-x-60-capsulas-150574/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,,,
150575,Vitaflora Plus x 30 Capsulas,https://www.farmaloop.cl/products/vitaflora-plus-x-30-capsulas-150575/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,,,
150675,Vitamina B12 12 mcg Sunvit 60 Cápsulas,https://www.farmaloop.cl/products/vitamin-b12-sunvit-12-mcg-x-60-capsulas-150675/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9990,11990,8,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Cápsula,cianocobalamina (vit b12) 12 mcg,,
150689,Alta D 1000 Ui x 30 Cápsulas,https://www.farmaloop.cl/products/alta-d-1000-ui-x-30-capsulas-150689/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,EUROFARMA CHILE S.A.,,Cápsula,colecalciferol 1000 UI,,
150690,Alta D 15000 UI x 4 Cápsulas,https://www.farmaloop.cl/products/alta-d-15000-ui-x-4-capsulas-150690/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,EUROFARMA CHILE S.A.,,Cápsula,colecalciferol 15000 UI,,
150697,Enterex espesante x 227 gr,https://www.farmaloop.cl/products/enterex-espesante-x-227-gr-150697/,true,Suplementos y Vitaminas,Suplementos,10990,10990,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,ENTEREX,Unidad,,,
150702,Infortin Gotas Vitaminas ACD 30ml ,https://www.farmaloop.cl/products/infortin-gotas-acd-x-30ml-150702/,true,Suplementos y Vitaminas,Vitaminas y Minerales,4500,11890,2,Venta directa (Sin receta),LABORATORIOS PRATER S A,INFORTIN,Unidad,,,
150727,Cranberry x 60 Cápsulas ,https://www.farmaloop.cl/products/cranberry-x-60-capsulas-150727/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3990,6290,0,Venta directa (Sin receta),NATURAL FARM,,Cápsula,,,
150732,Cranberry x 60 Cápsulas,https://www.farmaloop.cl/products/cranberry-x-60-capsulas-150732/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),ALL MEDICAL DEVICES,,Cápsula,,,
150737,Aloe Vera Gel x 1 Litro ,https://www.farmaloop.cl/products/aloe-vera-gel-x-1-litro-150737/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),GREEN MEDICAL,,Unidad,aloe vera 1000 ml,,
150748,Eritrofer Complex x 30 Comprimidos,https://www.farmaloop.cl/products/eritrofer-complex-x-30-comprimidos-150748/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,DEUTSCHE PHARMA S.A.,ERITROFER,Comprimido,hierro | acido folico | cianocobalamina(b12),,
150766,Infor Vit B12 x 30 ml Gotas,https://www.farmaloop.cl/products/infor-vit-b12-x-30-ml-gotas-150766/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,INFORVIT,Unidad,,,
150777,BIOSUL 40 MG  X 30 CAPSULAS,https://www.farmaloop.cl/products/biosul-40-mg-x-30-capsulas-150777/,false,Suplementos y Vitaminas,Suplementos,12290,22695,0,Venta directa (Sin receta),ITF-LABOMED FARMACEUTICA LTDA.,,Cápsula,colágeno,,
150819,Vitamina C 500 mg x 30 Comprimidos,https://www.farmaloop.cl/products/vitamina-c-500-mg-x-30-comprimidos-150819/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MDC HEALTH SPA,,Comprimido,vitamina c 500 mg,,
150844,Vitamina C 500 mg x 60 Comprimidos Recubiertos,https://www.farmaloop.cl/products/vitamina-c-500-mg-x-60-comprimidos-recubiertos-150844/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),SEMANN SPA,AMERICAN NUTRITION,Comprimido,acido ascorbico 500 mg,,
150845,Vitamina C 500 mg x 30 Comprimidos Masticables,https://www.farmaloop.cl/products/vitamina-c-500-mg-x-30-comprimidos-masticables-150845/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MDC HEALTH SPA,,Comprimido,acido ascorbico 500 mg,,
150846,Vitamina C 1000 mg x 30 Comprimidos Masticables,https://www.farmaloop.cl/products/vitamina-c-1000-mg-x-30-comprimidos-masticables-150846/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MDC HEALTH SPA,,Comprimido,acido ascorbico 1000 mg,,
150867,Vitamina C 1000 mg + 100 mg Bioflavonoides x 100 Cápsulas Vegetales,https://www.farmaloop.cl/products/vitamina-c-1000-mg-100-mg-bioflavonoides-x-100-capsulas-vegetales-150867/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),NOW FOODS CHILE,,Cápsula,vitamina c 1000 mg | bioflavonoides 100 mg,,
150881,Cranberry 500 mg x 60 Cápsulas,https://www.farmaloop.cl/products/cranberry-500-mg-x-60-capsulas-150881/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),FNL,,Cápsula,cranberry 500 mg,,
150882,Potasio Citrato 500 mg x 90 Cápsulas,https://www.farmaloop.cl/products/potasio-citrato-500-mg-x-90-capsulas-150882/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),FNL,,Cápsula,potasio citrato 500 g,,
150919,Citrato de Magnesio x 60 Cápsulas,https://www.farmaloop.cl/products/citrato-de-magnesio-x-60-capsulas-150919/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO RAVEPHARMA S.A.,AMERICAN NUTRITION,Cápsula,citrato de magnesio 300 mg,,
150921,Vitalce Vitamina C 500 mg x 60 Comprimidos,https://www.farmaloop.cl/products/vitalce-vitamina-c-500-mg-x-60-comprimidos-150921/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO VALMA LIMITADA,,Comprimido,ac.ascorbico (vitamina c) 500 mg,,
150936,B-Complex x 60 Cápsulas (Natural Farm),https://www.farmaloop.cl/products/bcomplex-x-60-capsulas-natural-farm-150936/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MBH NATURAL CARE SPA,,Cápsula,vitamina b,,
150953,L-Citrulline Malate 750 mg  x 60 Cápsulas,https://www.farmaloop.cl/products/lcitrulline-malate-750-mg-x-60-capsulas-150953/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SWANSON CHILE,,Cápsula,l-citrulline 750 mg,,
150959,Neurobionta Advance x 60 Comprimidos Recubiertos,https://www.farmaloop.cl/products/neurobionta-advance-x-60-comprimidos-recubiertos-150959/,true,Suplementos y Vitaminas,Suplementos,28990,34090,4,Venta directa (Sin receta),PROCTER & GAMBLE CHILE LTDA.,,Comprimido,cobalamina (vitamina b12),,
150972,Citrato de Potasio 500 mg x 60 Cápsulas,https://www.farmaloop.cl/products/citrato-de-potasio-500-mg-x-60-capsulas-150972/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Cápsula,citrato de potasio 500 mg,,
150980,Cranberries x 30 Cápsulas,https://www.farmaloop.cl/products/cranberries-x-30-capsulas-150980/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),PRONAT LABS CHILE,,Cápsula,cranberry,,
150981,Metamucil x 174 gr,https://www.farmaloop.cl/products/metamucil-x-174-gr-150981/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),PROCTER & GAMBLE CHILE LTDA.,,Tarro,,,
150996,Ergosel D x 60 Cápsulas,https://www.farmaloop.cl/products/ergosel-d-x-60-capsulas-150996/,false,Suplementos y Vitaminas,Suplementos,15850,22490,0,Venta directa (Sin receta),ITF-LABOMED FARMACEUTICA LTDA.,,Cápsula,suplemento alimentario,,
150997,Vitamina D 800 UI x 60 Comprimidos,https://www.farmaloop.cl/products/vitamina-d-800-ui-x-60-comprimidos-150997/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MDC HEALTH SPA,,Comprimido,vitamina d 800 UI,,
151029,Deblax Vitamina D3 100.000UI 2 Cápsulas Blandas,https://www.farmaloop.cl/products/deblax-100000-ui-x-2-capsulas-blandas-151029/,true,Suplementos y Vitaminas,Vitaminas y Minerales,23990,35090,3,Presentación receta médica,ADIUM-TECNOFARMA S.A.,,Cápsula,vitamina d3 100000 UI,,
151037,Regenesis Ultra x 30 Cápsulas,https://www.farmaloop.cl/products/regenesis-ultra-x-30-capsulas-151037/,true,Suplementos y Vitaminas,Suplementos,18390,25290,10,Venta directa (Sin receta),EXELTIS CHILE SPA,,Cápsula,hierro 25 mg | omega 3 359 mg | calciferol (vitamina d) 800 UI,,
151053,Inmunex Plus Sachet Vainilla Late x 131 gr,https://www.farmaloop.cl/products/inmunex-plus-sachet-vainilla-late-x-131-gr-151053/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Sobre,,,
151099,Vitamina C 100 mg x 100 Comprimidos,https://www.farmaloop.cl/products/vitamina-c-100-mg-x-100-comprimidos-151099/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LABORATORIO SPRINGLIFE,SPRINGLIFE,Comprimido,vitamina c 100 mg,,
151101,Zinc 15 mg x 30 Cápsulas,https://www.farmaloop.cl/products/zinc-15-mg-x-30-capsulas-151101/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SPRINGLIFE,,Cápsula,zinc 15 mg,,
151102,B-Complex x 90 Cápsulas,https://www.farmaloop.cl/products/bcomplex-x-90-capsulas-151102/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),FNL,,Cápsula,cianocobalamina(vitamina b12),,
151104,Nutrapharm Vitamina C 500 mg x 60 Comprimidos,https://www.farmaloop.cl/products/nutrapharm-vitamina-c-500-mg-x-60-comprimidos-151104/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5590,6990,0,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,vitamina c 500 mg,,
151105,Magnesio Quelado x 60 Cápsulas,https://www.farmaloop.cl/products/magnesio-quelado-x-60-capsulas-151105/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3120,8500,0,Venta directa (Sin receta),FNL,,Cápsula,magnesio,,
151119,Vitamina E 400 UI x 60 Cápsulas,https://www.farmaloop.cl/products/vitamina-e-400-ui-x-60-capsulas-151119/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO RAVEPHARMA S.A.,AMERICAN NUTRITION,Cápsula,alfa tocoferol (vitamina e) 400 UI,,
15029384,Vitamin UP Multivit Mental Complejo B x 60 Cápsulas,https://www.farmaloop.cl/products/vitamin-up-multivit-mental-complejo-b-x-60-capsulas-15029384/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,NEWSCIENCE,Cápsula,,,
151128,Deltius Solución Oral 100.000 UI x 1 Ampolla,https://www.farmaloop.cl/products/deltius-solucion-oral-100000-ui-x-1-ampolla-151128/,false,Suplementos y Vitaminas,Vitaminas,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Ampolla,colecalciferol 100000 UI,,
151129,Deltius Solución Oral 100.000 x 4 Ampollas,https://www.farmaloop.cl/products/deltius-solucion-oral-100000-x-4-ampollas-151129/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Ampolla,colecalciferol 100000 UI,,
151130,Deltius Solución Oral 25.000 UI X 4 Ampollas,https://www.farmaloop.cl/products/deltius-solucion-oral-25000-ui-x-4-ampollas-151130/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Ampolla,colecalciferol 25000 UI,,
151131,Deltius Solución Oral 50.000 x 4 Ampollas,https://www.farmaloop.cl/products/deltius-solucion-oral-50000-x-4-ampollas-151131/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Ampolla,colecalciferol 50000 UI,,
151144,Vitamin UP Multivit Energía & Defensas x 60 Cápsulas,https://www.farmaloop.cl/products/vitamin-up-multivit-energia-defensas-x-60-capsulas-151144/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,VITAMIN UP,Cápsula,multivitaminico,,
151145,Vitamin UP Vitamina E x 60 Cápsulas,https://www.farmaloop.cl/products/vitamin-up-vitamina-e-x-60-capsulas-151145/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,VITAMIN UP,Cápsula,alfa tocoferol (vitamina e),,
151147,Vitamin UP Multivit Adult 60 Cápsulas,https://www.farmaloop.cl/products/vitamin-up-multivit-adult-x-60-capsulas-151147/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,VITAMIN UP,Cápsula,multivitaminico,,
151161,Bion 3 Senior x 30 + 30 Comprimidos,https://www.farmaloop.cl/products/bion-3-senior-x-30-30-comprimidos-151161/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MERCK S.A.,,Comprimido,multivitaminico,,
158870,Infor Vitamina C 1000g 60 comprimidos,https://www.farmaloop.cl/products/infor-vitamina-c-1000g-60-comprimidos-158870/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,,,
158877,Zinc 15 mg x 60 comp.,https://www.farmaloop.cl/products/zinc-15-mg-x-60-comp-158877/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,,,
158884,Cranberry 500 mg x 60 Cap,https://www.farmaloop.cl/products/cranberry-500-mg-x-60-cap-158884/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Comprimido,,,
158885,Magnesio Quelado x 60 Cap,https://www.farmaloop.cl/products/magnesio-quelado-x-60-cap-158885/,true,Suplementos y Vitaminas,Vitaminas y Minerales,4990,6990,3,Venta directa (Sin receta),NATURAL FARM,,Cápsula,,,
158886,Omega 3-6-9 1000 mg x 60 cap Soft gel,https://www.farmaloop.cl/products/omega-369-1000-mg-x-60-cap-soft-gel-158886/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),AURAVITALIS LAB,,Cápsula,,,
